,id,timestamp,temperature
55,2504bdda-e627-469f-9fdb-3805d5763b55,2022-03-06 12:33:11,1.13
56,4827cae9-8586-49e9-bfac-87f4c6eccaa8,2022-03-07 13:39:21,-26.17
57,a7333ec2-2cc2-48d6-9aca-1166f46effb5,2022-03-06 14:03:15,-1.23
58,1128ea01-6179-48a9-b77a-3957541a5852,2022-03-05 10:00:13,-3.72
59,30cf6536-49e6-465c-8aed-d3357debe32e,2022-03-04 13:50:01,-3.0
60,a2af1744-528a-4aa0-915b-08683724ce4a,2022-03-02 15:26:54,1.41
61,629dbfa4-e88c-416b-b1e4-c87f5ebd467d,2022-03-04 14:04:13,-2.42
62,5af2f4a0-feb6-4b56-ae22-e9dc021c11f7,2022-03-03 14:06:30,-1.39
63,d5a043f5-592c-4b9f-ad54-58efc3753582,2022-03-03 16:36:54,0.16
64,613ef45d-1a48-4bc9-9089-d2740b3ac6ed,2022-03-03 15:05:16,2.56
65,1ab54f3b-0900-4bc2-a554-40ac433c77f1,2022-03-05 11:02:28,2.97
66,6b7e7213-7968-42ca-b537-2cff3fa82608,2022-03-06 11:31:53,2.73
67,e8fbcdcc-8d00-4d4f-b752-87416110140f,2022-03-06 11:39:00,-1.16
68,26a1aa56-0a05-4509-97a9-155a262174f4,2022-03-02 12:21:35,1.37
69,dc1c80f3-7196-451c-b12a-e47f82c8617e,2022-03-01 17:55:09,0.51
70,ac422304-0fe3-40da-9fae-f37b5d47d040,2022-03-06 12:16:37,2.76
71,613a1ade-e0b6-45a8-a3e0-6da6cfb16873,2022-03-04 16:01:21,1.83
72,ab97122b-b2dc-445d-9032-23bea2493cdc,2022-03-02 14:29:59,-2.22
73,1ba7fb2d-c0b7-47ed-a8b3-a78943af56f7,2022-03-01 12:03:09,-1.55
74,7b63a090-db4a-4163-b332-b6453892510f,2022-03-01 19:52:08,1.62
75,412b5eba-0783-44be-bf39-e8ad1044ddc3,2022-03-05 12:18:57,-1.6
76,42882348-e588-4761-a00c-0579dce9df61,2022-03-03 13:22:46,-1.88
77,c40df880-e9e5-40f2-91fe-f27366aebdff,2022-03-01 15:12:09,22.29
78,421984cb-abf8-4d39-8fae-0e3c78f7539d,2022-03-04 18:06:27,-2.16
79,02437dae-c5e3-4dbe-9276-04c43924ef1c,2022-03-03 09:48:17,-3.15
80,a79900f2-67a7-4e8c-abde-9aa04ba11da8,2022-03-05 15:12:29,31.68
81,7872a0ca-7c4a-4e0c-b364-e0f806b8be8a,2022-03-02 12:51:07,-3.67
82,9f783494-1b59-410b-85b8-82af571d263d,2022-03-06 19:23:51,1.17
83,39df716d-7a40-4998-8e54-c4f2c40fe1ce,2022-03-07 10:21:24,-2.36
84,fccc6453-94f9-4cf6-b4a8-304e8f8c3dab,2022-03-01 11:56:31,-1.05
85,bbeaab68-aa25-4026-b6e4-67975b998b99,2022-03-06 11:09:49,-21.14
86,5663f84f-c602-41bb-b20f-52d8fb5d8884,2022-03-04 14:58:16,-2.89
87,c0136b4c-a2e7-4d59-a69b-896622c3b331,2022-03-04 15:23:45,2.69
88,b1fbbf6a-ef43-41cc-a273-04d30ab4ad93,2022-03-05 09:49:24,-3.03
89,a298d1e3-b68c-4ce2-a06b-9cc4b7361bc2,2022-03-01 09:01:06,-20.49
90,ab0e831c-5a25-4971-b5ad-c04381caec40,2022-03-06 12:44:21,2.3
91,459a1cbb-b13e-44e0-88c3-227f8250c874,2022-03-02 15:16:30,1.14
92,42f51cb8-6e5b-4498-9c6d-1ade940c8ce3,2022-03-07 09:43:58,25.11
93,11f6e38e-4f5e-4fc8-a387-4d533cece2f1,2022-03-06 15:31:45,1.33
94,aa8b63f6-6aee-4c4a-b0a9-3ec894e06be9,2022-03-01 18:39:44,-1.16
95,e72bdea3-296f-4e92-8014-f025312d9007,2022-03-03 16:00:14,-3.76
96,d08f1053-6905-451d-be4e-84f45925d8a2,2022-03-01 11:30:59,2.99
97,5a518d3c-ee3c-4fe4-8ca1-167097c9dc0b,2022-03-04 17:43:20,33.19
98,af9c98c1-a9e6-4b1c-909d-6b0bd69c4798,2022-03-04 17:37:51,-1.15
99,7dff37fe-7798-4cd2-8693-777fcab326ec,2022-03-03 15:03:30,-3.09
100,539637e8-5f35-4114-89bf-c73e2804f120,2022-03-04 13:42:10,-1.13
101,12f26afe-1169-4692-be2a-3f98bf4ce15a,2022-03-02 17:16:30,-1.81
102,d44cfa7e-fa10-4188-a259-fd22d4535dc2,2022-03-01 11:34:05,-3.11
103,e1de2b6a-7270-458c-b365-69b1cbfa5947,2022-03-02 14:07:07,-2.31
104,b32706c6-264d-4cfd-85cd-45ae304c962e,2022-03-06 17:21:24,-1.54
105,d0d12e83-a02f-4653-9ed2-d940dc8e61e6,2022-03-02 11:59:48,-1.26
106,b226caf3-4b47-4b9f-a96d-c291132cb406,2022-03-04 12:28:28,2.67
107,2d6a82d5-75f2-4ceb-9565-78eb64904c86,2022-03-06 10:54:03,-3.07
108,a3b366ee-32a7-41fc-b0a5-657ab2802fa0,2022-03-01 18:42:22,-1.26
109,6aaa3875-bf10-4382-830d-2dfd9c4fc76b,2022-03-02 16:30:54,17.02
110,71192cdf-af6e-4391-a113-15254fb5dfd9,2022-03-02 10:59:57,1.86
111,d0625a29-23e4-4e02-97f3-8ce597c41e1d,2022-03-06 15:24:39,0.86
112,5deb21b3-1c30-4645-8078-5bc21a7a9917,2022-03-05 19:29:04,0.54
113,51f5a667-b777-4733-88ae-9751c420c804,2022-03-02 17:31:22,-3.55
114,41b296f9-2df4-443f-953a-4c0ee5f59ec2,2022-03-03 16:49:46,-3.33
115,d0b27a4d-f92a-4e54-bf4f-cac83144e460,2022-03-07 17:01:12,-1.18
116,56492cb0-57ef-4b79-b242-2e175299190d,2022-03-04 18:34:41,0.03
117,f969a36f-75c1-4dc0-a8e1-4bb4659ce7a1,2022-03-01 09:19:33,2.24
118,39d5708e-2db1-4dfe-9709-ea1fcd753721,2022-03-05 16:55:39,2.69
119,1659ccaa-fb60-4d48-a7d7-cf3dfbb3cef3,2022-03-05 14:36:04,2.2
120,dcde3a65-8834-496e-a343-a9c01ccdb7f1,2022-03-05 09:35:49,1.05
121,4b188e72-e691-4710-95c3-6e086ac08119,2022-03-07 14:36:42,0.08
122,0cc00e29-22bd-4e9b-aec2-a4321d4e6cb9,2022-03-01 13:08:09,2.92
123,4ef0dba7-1311-44c4-82e4-0bcec6cc7973,2022-03-02 15:49:26,-3.29
124,ce9ec5eb-8e5e-45b2-9ad1-0af5484f4641,2022-03-03 17:01:42,-1.55
125,ead4cd0f-79fb-40e0-80f5-2b08da56a075,2022-03-06 14:30:36,-27.12
126,4d4f14a9-2346-48b0-ae90-6260f6e19f5b,2022-03-06 19:46:51,-2.72
127,a668926f-9cdf-4142-a979-07a25df0bab6,2022-03-03 15:08:27,16.71
128,8612a5a5-833b-4527-b968-8b90c1488d69,2022-03-03 18:50:28,1.99
129,29387c6f-3d23-4e19-9258-4c007c531b55,2022-03-07 15:49:44,1.93
130,a670e152-72c1-4049-b04f-e1241ab1bec3,2022-03-01 13:22:17,-1.13
131,9ae634be-7a64-4d6d-a1f2-f6b769232d7d,2022-03-05 17:45:01,-3.32
132,6fece572-b8a5-4b2d-b7d7-986ccc2cfa6a,2022-03-02 19:04:39,-3.08
133,b6318bee-0c70-4267-a080-a4c0bb63db66,2022-03-04 12:58:17,2.41
134,d25c75fd-7b0f-429e-a6b5-38803dce9657,2022-03-06 19:46:31,-1.74
135,313b6bfe-361a-4bd7-aca7-925f75120ecc,2022-03-04 13:08:58,21.72
136,a033a76a-1c5f-4f43-926d-401278e4406b,2022-03-06 18:40:15,0.4
137,5c9596da-8cd6-471f-9c22-da4e0c01e88c,2022-03-04 12:29:50,-1.96
138,d08f15ad-b711-472e-8d11-bc4e45212b48,2022-03-02 16:53:42,-3.71
139,2a1e3e14-6a2c-4bb7-a4d2-d010a55be569,2022-03-01 17:56:37,1.33
140,c2cc93b6-20d5-4632-af9d-0fdc6aaa5bd7,2022-03-02 14:44:03,2.41
141,38fe682c-d5c5-46f0-a3e6-ccc56353a2e0,2022-03-02 17:36:36,1.92
142,39a15cc1-b645-4f84-8c2e-352df7357b32,2022-03-04 13:04:15,24.16
143,17ff1dab-7f69-4f14-b2cc-fa024ab5eba5,2022-03-02 16:12:29,-1.28
144,321a262a-da58-4b15-9cd3-f7b03d6bfed8,2022-03-07 10:06:18,-26.08
145,7787343a-1194-4c80-ac1d-7a111060f7f8,2022-03-02 09:16:27,31.24
146,fbbee73b-1d50-4f40-93c7-1f21e2a4462a,2022-03-04 14:03:22,-22.21
147,30431b50-2c33-4079-92fa-e3041312531f,2022-03-01 18:03:16,-2.08
148,288e15da-4d79-480f-a04c-c764b8c8b34f,2022-03-05 13:47:10,2.39
149,ec880fa3-3a08-49c6-bba7-ae3dee4a3a11,2022-03-07 09:43:02,1.55
150,c11dd496-217c-44e8-9de9-bd0c52d20ab8,2022-03-07 19:57:43,1.07
151,d3e876f9-2698-4bdb-91f0-1d3b5f3e2ff2,2022-03-01 13:37:55,-3.43
152,9a957ce7-d37c-46a5-9cb3-348cbedbcd70,2022-03-07 09:23:41,-18.22
153,7b932846-6422-4a4f-b555-f37e60a23fad,2022-03-05 09:58:57,1.63
154,267118ab-8312-41b8-b8dc-b9da8122524a,2022-03-04 13:45:00,-2.35
155,9367fcd1-45cb-4f43-925f-f63c590e7464,2022-03-07 19:12:07,-3.71
156,a920de52-f4fe-4024-ae22-650b35685ea2,2022-03-01 19:29:22,0.17
157,d541a0eb-6334-4750-a016-48000a51ee39,2022-03-03 19:21:31,-1.43
158,84c0e18f-33eb-434c-89b9-d69cbc8423a0,2022-03-05 18:07:20,-2.87
159,034cdabf-2c98-44ec-89de-486168cb9895,2022-03-01 16:47:43,1.0
160,6ec149ed-9126-4198-a5a3-8ad1eff4fca1,2022-03-05 12:47:04,-28.25
161,05afbd5c-5f5b-42dd-a183-02a544c34b2d,2022-03-01 14:20:12,-2.8
162,0e8ee5b3-c30e-4ea9-9e23-ee9e966b7578,2022-03-07 17:25:18,26.58
163,84332ce1-f1e0-4896-a5c7-fda2050e49f6,2022-03-07 14:57:18,24.97
164,5edf0b39-73e2-4026-81e6-d8be5a3935eb,2022-03-03 11:05:30,2.28
165,efffda5c-2160-4c11-803a-a3b475c2bb60,2022-03-03 16:37:55,2.14
166,c9ca55cc-53f0-4584-8b40-3582fd5abd62,2022-03-06 12:45:22,-2.28
167,e3f01df8-c974-47a3-8248-da27b1e55538,2022-03-04 17:48:11,0.97
168,4736923c-52f9-473c-a43f-87cbc0eda645,2022-03-01 13:58:02,1.65
169,f19c9470-9ebb-4d70-affc-c6702f1f1ae2,2022-03-03 18:33:19,-1.84
170,dc269923-ac84-44ed-b63a-bd671d1294c1,2022-03-03 17:13:59,26.08
171,3f54e564-6cbc-41c7-b13a-24397c1e4444,2022-03-05 19:29:49,-3.43
172,d73f862a-e234-4f8f-a153-464cb9535246,2022-03-06 19:18:10,16.97
173,a2bd3ce5-b9d8-4fa1-8259-d6f0f1ffbdbe,2022-03-04 19:35:12,2.01
174,8304f1b0-2c0c-48b4-beec-9fe1b420ce65,2022-03-01 17:46:29,-20.05
175,cb04564d-6f42-45f5-98fd-5bdd8dbc0f3a,2022-03-05 12:33:14,-3.21
176,e83a76f4-e785-4f05-8432-27aa1fe34cf1,2022-03-06 12:41:21,-25.49
177,0187d3df-6801-4834-9c94-b9142cf0180d,2022-03-05 13:58:14,2.79
178,49e5228a-03c8-418e-ae41-338919529050,2022-03-04 11:22:29,0.53
179,bdf38137-4e4e-47be-a929-9fbc1bb32975,2022-03-02 18:29:27,0.06
180,082c206b-f6e0-4a5d-9645-d1d8b31a8ac4,2022-03-02 19:27:31,-2.82
181,f1473dcb-03f4-4820-b4d8-fb2df1826480,2022-03-06 14:04:18,-2.46
182,48894e29-e3b7-4715-ba40-4890312c063f,2022-03-03 18:10:41,-16.84
183,3918a010-76ff-43e8-8d6c-06207ebc1a17,2022-03-07 13:37:49,26.42
184,292e599c-c667-4570-a559-39893545ed03,2022-03-04 12:54:56,29.35
185,33bcaa2a-c4e7-47d6-a0a8-9bdfe8316d89,2022-03-05 13:37:35,2.47
186,eb389cde-c83a-445b-a575-71713119f3da,2022-03-03 13:20:12,-1.01
187,06825ac2-9c88-4aa3-8fc8-0e34aa861472,2022-03-05 17:59:21,-3.02
188,87caae58-d437-4945-891a-089e7ad46bad,2022-03-01 17:49:01,2.92
189,bcc3dad4-a6de-41ae-b696-78603b062709,2022-03-04 16:27:39,-1.63
190,89061511-2e20-47c3-935d-7e857fafb219,2022-03-01 17:07:21,-2.52
191,0e995fb3-30e2-4e16-94f9-51c7485c3b83,2022-03-04 17:42:36,-20.49
192,a1ce2322-a86e-4b59-bfd5-ecabdb39bb80,2022-03-05 11:09:20,1.91
193,d77c10c3-f867-4aff-9673-ec14d4de6dc7,2022-03-07 18:48:15,-2.68
194,9e3582d4-6630-4e10-8731-be24229d46b7,2022-03-05 12:13:28,0.34
195,143e57a7-a7b3-4623-8f82-a604eac9854a,2022-03-07 10:20:03,-25.86
196,7771c64c-6b65-4e7e-8cd1-f69561d3e084,2022-03-05 11:54:35,2.28
197,00c22f4b-ee52-46e7-a053-d65d2d0b71b9,2022-03-02 11:36:47,-2.76
198,1509d67d-4f12-4348-9580-1a92b4446c94,2022-03-03 19:06:31,-2.85
199,14b38b16-f488-437c-8c04-7e53909f64c2,2022-03-07 19:04:02,-2.78
200,892df210-e361-4f29-8cbf-a308097060c7,2022-03-07 19:36:21,-24.84
201,31e4cd44-3775-41fc-8db1-48a6c2a434bd,2022-03-07 15:17:08,-1.43
202,e3fd6d59-d0ab-47bc-941f-14772665a8c5,2022-03-02 13:58:31,-1.47
203,385172d9-326b-45fb-a6a3-547a07fc4238,2022-03-06 17:50:04,0.03
204,b0e3f5de-ec0c-4077-9628-9cf8860bd2f5,2022-03-06 12:11:22,0.03
205,27835d47-cc68-43f8-b16b-5681d7ad95ba,2022-03-04 15:21:46,-2.4
206,cb4a6dac-321c-4f85-a901-899709976acc,2022-03-07 15:18:06,1.81
207,c4d03bab-b76b-454a-b8d6-0f351f9fd362,2022-03-03 10:15:44,2.79
208,4a236b3c-730b-4060-a119-4facd7488bfa,2022-03-05 09:56:07,-1.44
209,0e7e77a1-65a6-4c25-956e-60cb77df33ee,2022-03-06 12:16:35,28.02
210,d5dc244b-bd27-4a2d-ae24-a8b18e4daa4a,2022-03-01 17:53:06,1.72
211,582917ca-257b-4999-a89e-2369b892a7ee,2022-03-05 10:57:59,-1.29
212,33fbf0a3-7a84-42cb-bcb6-03d9eb7f7875,2022-03-06 17:57:18,-3.66
213,d72ba65a-108a-42b1-90a9-ce611ea476c3,2022-03-05 11:46:07,-3.87
214,0a5f73d7-6370-4dd2-b65d-28477baa6f97,2022-03-05 14:45:30,-3.55
215,ac547a6d-6b6c-4020-a035-27669fed3e5c,2022-03-04 13:54:55,-3.27
216,13770609-7698-4c57-8e64-d6ce74289d2a,2022-03-07 12:25:07,-3.9
217,ade793da-3b42-42ab-abc7-80118a8cf983,2022-03-06 11:07:12,0.12
218,a6d372a3-30c4-4dc9-aeea-8e0dc3426834,2022-03-07 10:18:29,1.1
219,c978c109-9bb2-45c5-b887-7ed00a2e456d,2022-03-01 15:07:50,0.89
220,8ec85ca4-680d-47db-9e0b-171acc5410c1,2022-03-02 09:35:03,2.2
221,3bde5ae2-73cb-44f8-9193-6d92c5f7d486,2022-03-06 11:40:08,-3.13
222,d7a5425e-8dac-4efe-887e-c15d59c94640,2022-03-03 13:32:14,-3.9
223,80d2f7cf-1f20-480b-b530-a24fada61710,2022-03-03 18:48:27,-3.43
224,53ecba6f-2865-402d-8839-07daea715c53,2022-03-02 16:01:34,-25.1
225,6b10b5ce-679e-4845-828e-50eb561e76d9,2022-03-03 14:27:25,28.93
226,bd4cddb5-8f4f-42fd-a9fa-21f93543c149,2022-03-06 16:28:51,1.06
227,84ad17ab-84bf-4426-8fa0-94111127fa61,2022-03-01 15:43:12,-1.31
228,95a41f62-06f8-4a7f-a6c2-ce5835f32c4b,2022-03-01 10:21:47,0.08
229,df51ea56-2fe2-4b1a-9ff9-664f7c02e573,2022-03-06 17:36:11,2.92
230,d894be82-f3fc-4181-bd30-7a2dd5067404,2022-03-07 11:19:57,1.19
231,98f881c9-c0b3-474d-9754-d93b909fb775,2022-03-03 10:09:27,-18.77
232,68a50e89-9e35-40aa-a04c-373831e8e01f,2022-03-02 09:42:22,-2.5
233,29e90a7f-e15a-4032-926e-2f6f970d793f,2022-03-03 17:41:23,-2.16
234,f7e21762-4319-4dcd-b97d-30250e2229d7,2022-03-07 17:59:03,0.88
235,52322132-2daf-4bf0-bc2d-4374140ad905,2022-03-06 19:00:37,1.85
236,27fd75be-24d3-402d-aa2b-eba438f21c8e,2022-03-06 12:31:44,1.45
237,24b80bb3-9bec-4bf6-b152-e2bea31a5f6f,2022-03-01 15:43:36,1.39
238,070020bf-da12-4d4f-a303-7a17fc603674,2022-03-07 17:56:37,0.74
239,283df0fb-cbf7-450c-934f-23f649eb2d0f,2022-03-01 16:25:36,0.47
240,b2a3bd89-6bfc-4d3b-8c1b-1d0111090c0b,2022-03-05 18:19:39,-18.41
241,d4dcf051-3e85-4176-b629-45ea0945594f,2022-03-02 14:37:45,0.37
242,dbd968a4-92c4-4d54-bc0c-68f596704842,2022-03-01 15:09:45,0.94
243,378a46a2-1aa5-4e2b-80e5-ef1a66599fed,2022-03-05 18:39:50,2.98
244,2a73b7c6-3159-4918-b610-7e243d4c3e68,2022-03-05 19:57:00,29.61
245,42039fd6-132f-4e51-aa4d-999473d9472f,2022-03-04 12:52:54,32.41
246,829e57c3-2046-4c38-a808-266dc148fc02,2022-03-02 19:14:53,-3.54
247,0b969dba-270e-4568-a232-ce03e806468b,2022-03-05 17:15:12,2.69
248,86de6607-3efc-41c2-89f6-bf029953e1bd,2022-03-02 10:29:15,-16.44
249,0e2938c9-24f7-4fdb-b00d-9c6645beafe5,2022-03-01 13:27:34,-2.52
250,8bd3c8ff-d3a3-4889-ab47-905cd48b1067,2022-03-04 12:03:48,2.63
251,24b11e35-32d7-44d7-82c8-70dcb6f3b2ae,2022-03-04 17:52:20,2.24
252,8e9f2392-89d2-4050-a0f3-7d1373520739,2022-03-01 16:34:18,2.82
253,cc2da338-902b-4632-ade6-0ecda65d6650,2022-03-05 15:29:51,-2.79
254,11cb571e-8d83-48ae-b19f-86234339d839,2022-03-02 18:27:57,-1.3
255,6fc32f0b-a150-491e-98d6-5833cb6a530c,2022-03-07 19:32:52,-3.92
256,5cabde1f-773f-44f3-8d55-8a058b110577,2022-03-03 17:03:50,-18.76
257,5dedf7bd-ea38-4621-a8f7-d6575c6b05d1,2022-03-05 14:40:40,-2.02
258,fa545a58-756b-4327-8138-a1ea140c9e1a,2022-03-02 16:13:22,-1.65
259,915a0e83-7b15-4fe6-bf5c-bb88014e51a8,2022-03-06 09:38:18,1.24
260,fa04ffb9-1d73-4e6a-8902-be6937a41ef9,2022-03-02 14:25:35,2.13
261,43295155-1fe5-4610-9d4d-908b8770fa22,2022-03-04 14:06:17,1.24
262,803730d6-915a-4e0e-93d4-e76ba4b4972d,2022-03-05 19:55:23,2.41
263,4fba40d2-68a8-4174-903b-d75bcb4b7d3f,2022-03-03 18:04:16,-1.41
264,2f78a313-b805-480f-8d23-008d76473348,2022-03-06 10:54:35,-2.51
265,6a3dc8d9-6bb5-45c1-a66c-40dbac6c84ef,2022-03-07 14:37:19,-2.01
266,f99468ec-9150-41d5-9225-2201de781d59,2022-03-02 12:57:55,0.61
267,e9360f07-ff99-428f-b532-8dccd06cabee,2022-03-04 17:51:43,-3.32
268,e2e52fae-a020-44f0-88a4-527c3290be8a,2022-03-01 12:57:02,-2.13
269,2da8c077-a376-4f4d-ae25-61632248bd24,2022-03-03 14:27:04,1.2
270,fac3ebc1-3d4f-4a64-a48e-3aa7b0dc9d1a,2022-03-07 18:29:27,23.27
271,a79ec590-c8e1-45b4-9995-759330bde3f3,2022-03-03 14:32:48,0.89
272,512c2dff-3a59-4591-83f2-a77cfeddfdc0,2022-03-03 09:04:46,0.24
273,bfb3c1e3-8ffa-4627-a031-3ddeb3a96d27,2022-03-07 13:26:46,-3.86
274,2ba905d0-eed5-4e2e-b0b0-d32ee6db2e95,2022-03-05 09:11:14,-3.53
275,c2fb7133-c2b5-4a11-a0f0-50f55005c7d9,2022-03-02 11:50:06,2.77
276,a1d2a086-c878-44b8-8b83-49330c16bbf2,2022-03-05 11:36:29,1.24
277,c6c7bd90-402e-468f-a3c9-788929afbc32,2022-03-05 10:00:37,21.38
278,7424a283-ece0-47b8-b28c-292145ceefa1,2022-03-06 10:43:14,-3.55
279,b8098daf-5c21-42b2-a0f5-2ae4dbdddbe5,2022-03-06 18:42:06,16.92
280,0ec087e5-a6a2-400c-8467-be05307e3a18,2022-03-06 12:24:15,-2.23
281,ca53027d-76f7-4db0-bbf2-18a61e298403,2022-03-06 12:56:48,-3.77
282,64cd21e5-ba4d-4675-a84a-6a884b4ad172,2022-03-06 09:35:07,20.38
283,86de126d-b871-4c7a-a2dd-af5dfbe26691,2022-03-05 10:00:21,-2.45
284,b22ccf99-4eec-48c8-bedd-fb1c3b2aea23,2022-03-04 16:20:39,2.14
285,b8fd1963-fed1-4c2f-818d-7f0f539f1ce0,2022-03-07 13:05:51,-3.34
286,b554e4ac-2266-412d-97a3-c58b3bbdc9b3,2022-03-04 14:22:09,-2.18
287,8159e60e-ec69-479e-a3b1-86af3d8f6b0a,2022-03-04 11:17:31,-1.39
288,90da3eae-7f2c-441b-89b4-817b0e5d9140,2022-03-01 11:14:09,0.17
289,bd0b217d-d7c8-4efc-93fc-2aa048a0b3e9,2022-03-06 13:57:36,-1.82
290,351191ee-26b4-4433-bfe9-88f59f3b4f5f,2022-03-02 18:41:23,2.97
291,a0406132-38f0-4012-85fc-ad4ad55bc29f,2022-03-02 17:34:47,-2.48
292,8eb778fa-371b-405d-846d-20419efbb85e,2022-03-05 17:06:24,0.22
293,1f1d56da-4cbe-4876-8c97-50bd34b46253,2022-03-05 15:20:26,-3.97
294,2fd942cb-3f9d-4459-aeb9-697fe58eb744,2022-03-01 09:49:41,1.57
295,3ef6495a-1b8f-48d6-a2d1-3f41fab2b901,2022-03-05 10:46:58,-1.53
296,4223c68a-4af5-4e7b-9963-b5d260c89d5f,2022-03-01 15:47:41,21.13
297,2a5693c1-fb35-47bb-968a-1916f12499c9,2022-03-02 16:32:46,1.71
298,3b69e188-8d7f-48b5-bd26-51d14728dae8,2022-03-02 19:02:19,1.02
